unity,bandes,services,renvoie_specifique,text_renvoie_specifique,renvoie_global,text_renvoie_global,observation
KHz,19680-19800-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,19800-19990-KHz,FIXE,,,,,
KHz,19990-19995-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 19 993 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,19990-19995-KHz,Recherche spatiale,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 19 993 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,19995-20010-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,5.111,"Les fréquences porteuses 2 182 kHz, 3 023 kHz, 5 680 kHz et 8 364 kHz, ainsi que les fréquences 121,5 MHz, 156,525 MHz, 156,8 MHz et 243 MHz peuvent, de plus, être utilisées, conformément aux procédures en vigueur pour les services de radiocommunication de Terre, pour les opérations de recherche et de sauvetage des véhicules spatiaux habités. Les conditions d'emploi de ces fréquences sont fixées dans l'Article 31.",Application de l’Article 26 du RR. 19 993 kHz (± 3 kHz) : Possibilité d’utiliser la fréquence pour les opérations de recherche et de sauvetage des véhicules spatiaux habités (cf. no 5.111).
KHz,20010-21000-KHz,FIXE,,,,,
KHz,20010-21000-KHz,Mobile,,,,,
KHz,21000-21450-KHz,AMATEUR,,,,,
KHz,21000-21450-KHz,AMATEUR PAR SATELLITE,,,,,
KHz,21450-21850-KHz,RADIODIFFUSION,,,,,
KHz,21850-21870-KHz,FIXE,,,,,
KHz,21870-21924-KHz,FIXE,5.155B,La bande 21 870-21 924 kHz est utilisée par le service fixe pour la fourniture de services liés à la sécurité aérienne.,,,Fourniture de services liés à la sécurité aérienne dans la bande 21 870-21 924 kHz par le service fixe.
KHz,21924-22000-KHz,MOBILE AÉRONAUTIQUE (R),,,,,Plan d’allotissement de fréquences de l’Appendice 27 du RR
KHz,CÔTE D’IVOIRE-KHz,CÔTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,22000-22840-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR
KHz,22840-22855-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR
KHz,22855-23000-KHz,FIXE,,,,,
KHz,23000-23200-KHz,FIXE,,,,,
KHz,23000-23200-KHz,Mobile sauf mobile aéronautique (R),,,,,
KHz,23200-23350-KHz,FIXE,5.156A,L'utilisation de la bande 23 200-23 350 kHz par le service fixe est limitée à la fourniture de services liés à la sécurité aérienne.,,,Fourniture de services liés à la sécurité aérienne dans la bande 23 200-23 350 kHz par le service fixe (Cf. no 5.156A du RR).
KHz,23200-23350-KHz,MOBILE AÉRONAUTIQUE (OR),,,,,Fourniture de services liés à la sécurité aérienne dans la bande 23 200-23 350 kHz par le service fixe (Cf. no 5.156A du RR).
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,23350-24000-KHz,FIXE,,,,,Radiotélégraphie du service mobile maritime dans la bande 23 350-24 000 kHz de navire à navire (Cf. no 5.157 du RR).
KHz,23350-24000-KHz,MOBILE sauf mobile aéronautique,5.157,L'utilisation de la bande 23 350-24 000 kHz par le service mobile maritime est limitée à la radiotélégraphie de navire à navire.,,,Radiotélégraphie du service mobile maritime dans la bande 23 350-24 000 kHz de navire à navire (Cf. no 5.157 du RR).
KHz,24000-24450-KHz,FIXE,,,,,
KHz,24000-24450-KHz,MOBILE TERRESTRE,,,,,
KHz,24450-24600-KHz,FIXE,,,5.158,,
KHz,24450-24600-KHz,MOBILE TERRESTRE,,,5.158,,
KHz,24450-24600-KHz,Radiolocalisation,5.132A,Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans les services fixe ou mobile ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12),5.158,,
KHz,24600-24890-KHz,FIXE,,,,,
KHz,24600-24890-KHz,MOBILE TERRESTRE,,,,,
KHz,24890-24990-KHz,AMATEUR,,,,,
KHz,24890-24990-KHz,AMATEUR PAR SATELLITE,,,,,
KHz,24990-25005-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES (,,,,,Application de l’Article 26 du RR.
KHz,25005-25010-KHz,FRÉQUENCES ÉTALON ET SIGNAUX HORAIRES,,,,,Application de l’Article 26 du RR.
KHz,25005-25010-KHz,Recherche spatiale,,,,,Application de l’Article 26 du RR.
KHz,25010-25070-KHz,FIXE,,,,,
KHz,25010-25070-KHz,MOBILE sauf mobile aéronautique,,,,,
KHz,25070-25210-KHz,MOBILE MARITIME,,,,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR
KHz,COTE D’IVOIRE-KHz,COTE D’IVOIRE,,,,,OBSERVATIONS
KHz,BANDES-KHz,SERVICES,,,,,OBSERVATIONS
KHz,25210-25550-KHz,FIXE,,,,,
KHz,25210-25550-KHz,MOBILE sauf mobile aéronautique,,,,,
KHz,25550-25670-KHz,RADIOASTRONOMIE,,,5.149,En assignant des fréquences aux stations des autres services auxquels les bandes:,
KHz,25670-26100-KHz,RADIODIFFUSION,,,,,
KHz,26100-26175-KHz,MOBILE MARITIME,5.132,"Les fréquences 4 210 kHz, 6 314 kHz, 8 416,5 kHz, 12 579 kHz, 16 806,5 kHz, 19 680,5 kHz, 22 376 kHz et 26 100,5 kHz sont les fréquences internationales pour la diffusion de renseignements relatifs à la sécurité maritime (MSI) (voir l'Appendice 17 RR vol I).",,,Fréquences et disposition des voies à utiliser selon l’Appendice 17 du RR 26100.5 kHz : émission d'informations sur la sécurité en haute mer destinées aux navires au moyen de la télégraphie à impression directe à bande étroite (NBDP)
KHz,26175-26200-KHz,FIXE,,,,,
KHz,26175-26200-KHz,MOBILE sauf mobile aéronautique,,,,,
KHz,26200-26350-KHz,FIXE,,,,,
KHz,26200-26350-KHz,MOBILE sauf mobile aéronautique,,,,,
KHz,26200-26350-KHz,Radiolocalisation,5.132A,Les stations du service de radiolocalisation ne doivent pas causer de brouillages préjudiciables aux stations fonctionnant dans les services fixe ou mobile ni demander à être protégées vis-à-vis de ces stations. Les applications du service de radiolocalisation sont limitées aux radars océanographiques exploités conformément à la Résolution 612 (Rév.CMR-12). (CMR-12),,,
KHz,26350-27500-KHz,FIXE,,,5.150,Les bandes suivantes:,Bande ISM. SRD inductifs dans la bande 26 957-27 283 kHz (fréquence centrale 27 120 kHz)
KHz,26350-27500-KHz,MOBILE sauf mobile aéronautique,,,5.150,Les bandes suivantes:,Bande ISM. SRD inductifs dans la bande 26 957-27 283 kHz (fréquence centrale 27 120 kHz)
